日付,始値,高値,安値,終値
2008-10-23,8547.79,8547.79,8016.61,8460.98
2008-10-22,9198.14,9198.14,8674.69,8674.69
2008-10-21,9139.26,9358.51,9135.41,9306.25
2008-10-20,8775.24,9038.45,8687.70,9005.59
2008-10-17,8579.57,8763.71,8539.51,8693.82
2008-10-16,9400.85,9400.85,8458.45,8458.45
2008-10-15,9390.50,9601.30,9269.49,9547.47
2008-10-14,8407.94,9455.62,8407.94,9447.57
2008-10-10,9016.34,9016.34,8115.41,8276.43
2008-10-09,9168.16,9443.45,9100.93,9157.49
2008-10-08,10011.64,10011.64,9159.81,9203.32
2008-10-07,10328.54,10363.14,9916.21,10155.90
2008-10-06,10817.27,10839.50,10374.38,10473.09
2008-10-03,11052.10,11099.73,10938.14,10938.14
2008-10-02,11423.13,11452.39,11143.79,11154.76
2008-10-01,11396.61,11456.64,11314.28,11368.26
2008-09-30,11565.70,11565.70,11160.83,11259.86
2008-09-29,11883.25,12062.67,11721.05,11743.61
2008-09-26,12026.34,12082.64,11788.73,11893.16
2008-09-25,11925.71,12025.41,11835.28,12006.53
2008-09-24,12031.98,12115.03,11904.60,12115.03
2008-09-22,12037.89,12263.95,12037.89,12090.59
2008-09-19,11631.60,11920.86,11615.20,11920.86
2008-09-18,11576.94,11577.88,11301.46,11489.30
2008-09-17,11737.62,11880.03,11708.70,11749.79
2008-09-16,12028.45,12028.45,11551.40,11609.72
2008-09-12,12256.78,12277.57,12059.09,12214.76
2008-09-11,12237.52,12259.02,12081.51,12102.50
2008-09-10,12249.14,12404.67,12159.97,12346.63
2008-09-09,12529.96,12529.96,12335.74,12400.65
2008-09-08,12359.93,12671.76,12352.35,12624.46
2008-09-05,12385.65,12385.65,12163.33,12212.23
2008-09-04,12627.64,12660.57,12514.26,12557.66
2008-09-03,12703.36,12767.50,12647.29,12689.59
2008-09-02,12779.89,12920.52,12491.07,12609.47
2008-09-01,12936.81,12940.55,12834.18,12834.18
2008-08-29,12925.45,13079.37,12918.49,13072.87
2008-08-28,12827.72,12847.46,12718.53,12768.25
2008-08-27,12734.39,12783.63,12681.98,12752.96
2008-08-26,12711.03,12801.21,12656.09,12778.71
2008-08-25,12797.54,12949.33,12797.54,12878.66
2008-08-22,12727.37,12732.69,12631.94,12666.04
2008-08-21,12885.34,12885.34,12723.83,12752.21
2008-08-20,12753.98,12923.66,12753.98,12851.69
2008-08-19,13016.50,13016.50,12782.10,12865.05
2008-08-18,12971.49,13270.37,12934.22,13165.45
2008-08-15,12991.91,13029.58,12952.21,13019.41
2008-08-14,12942.61,13090.68,12926.98,12956.80
2008-08-13,13205.64,13205.64,12953.34,13023.05
2008-08-12,13397.99,13420.10,13276.15,13303.60
2008-08-11,13259.46,13468.81,13259.46,13430.91
2008-08-08,13026.53,13259.73,12962.82,13168.41
2008-08-07,13257.99,13257.99,13034.15,13124.99
2008-08-06,13059.43,13295.51,13048.97,13254.89
2008-08-05,12957.01,13049.58,12893.34,12914.66
2008-08-04,13083.28,13113.94,12910.17,12933.18
2008-08-01,13276.57,13294.17,13039.21,13094.59
2008-07-31,13410.40,13467.67,13256.38,13376.81
2008-07-30,13267.37,13372.28,13264.08,13367.79
2008-07-29,13220.33,13220.33,13018.22,13159.45
2008-07-28,13407.36,13468.94,13327.12,13353.78
2008-07-25,13452.37,13469.83,13324.22,13334.76
2008-07-24,13411.28,13603.31,13393.57,13603.31
2008-07-23,13259.65,13388.63,13238.55,13312.93
2008-07-22,12944.56,13184.96,12921.02,13184.96
2008-07-18,12976.22,12999.64,12762.33,12803.70
2008-07-17,12889.80,12929.74,12852.93,12887.95
2008-07-16,12725.12,12815.40,12671.34,12760.80
2008-07-15,12902.13,12902.13,12715.81,12754.56
2008-07-14,13022.29,13185.90,12969.93,13010.16
2008-07-11,13063.50,13164.10,12918.22,13039.69
2008-07-10,12934.31,13139.85,12930.32,13067.21
2008-07-09,13169.89,13284.65,13038.77,13052.13
2008-07-08,13286.50,13294.97,12984.54,13033.10
2008-07-07,13212.80,13409.30,13169.55,13360.04
2008-07-04,13285.49,13288.55,13135.46,13237.89
2008-07-03,13161.78,13326.95,13118.89,13265.40
2008-07-02,13489.87,13489.87,13247.05,13286.37
2008-07-01,13514.86,13576.41,13448.35,13463.20
2008-06-30,13584.51,13598.48,13454.28,13481.38
2008-06-27,13605.26,13605.56,13453.35,13544.36
2008-06-26,13845.41,13950.56,13798.05,13822.32
2008-06-25,13820.78,13833.23,13635.68,13829.92
2008-06-24,13766.28,13877.49,13738.39,13849.56
2008-06-23,13769.44,13920.75,13667.84,13857.47
2008-06-20,14171.02,14190.00,13903.21,13942.08
2008-06-19,14324.71,14324.71,14069.16,14130.17
2008-06-18,14301.36,14469.99,14301.36,14452.82
2008-06-17,14387.00,14387.00,14299.67,14348.37
2008-06-16,14118.23,14369.09,14103.50,14354.37
2008-06-13,14011.12,14041.34,13810.38,13973.73
2008-06-12,14010.32,14010.32,13826.07,13888.60
2008-06-11,14137.54,14194.48,13993.57,14183.48
2008-06-10,14281.36,14308.89,13983.56,14021.17
2008-06-09,14275.34,14278.84,14117.79,14181.38
2008-06-06,14530.36,14601.27,14489.44,14489.44
2008-06-05,14392.59,14392.59,14262.02,14341.12
2008-06-04,14270.07,14435.57,14250.11,14435.57
2008-06-03,14275.61,14289.47,14127.75,14209.17
2008-06-02,14342.96,14461.03,14189.97,14440.14
2008-05-30,14195.66,14366.63,14192.17,14338.54
2008-05-29,13832.65,14147.89,13832.65,14124.47
2008-05-28,13937.14,13979.39,13665.57,13709.44
2008-05-27,13750.82,13931.23,13750.82,13893.31
2008-05-26,13875.98,13883.51,13670.92,13690.19
2008-05-23,13945.10,14157.24,13925.38,14012.20
2008-05-22,13772.65,13984.81,13658.02,13978.46
2008-05-21,14002.52,14041.24,13847.18,13926.30
2008-05-20,14220.12,14286.67,14121.92,14160.09
2008-05-19,14294.52,14343.19,14219.08,14269.61
2008-05-16,14363.62,14392.53,14194.91,14219.48
2008-05-15,14167.02,14352.84,14167.02,14251.74
2008-05-14,13961.96,14121.94,13877.40,14118.55
2008-05-13,13814.39,13976.92,13734.50,13953.73
2008-05-12,13565.91,13793.41,13540.68,13743.36
2008-05-09,13941.30,13946.51,13639.99,13655.34
2008-05-08,14008.19,14036.31,13930.28,13943.26
2008-05-07,14147.57,14208.67,14022.79,14102.48
2008-05-02,13944.26,14072.92,13944.26,14049.26
2008-05-01,13802.59,13884.63,13727.07,13766.86
2008-04-30,13802.94,13976.10,13766.24,13849.99
2008-04-28,13907.97,14003.28,13745.61,13894.37
2008-04-25,13614.53,13886.37,13614.53,13863.47
2008-04-24,13613.83,13654.78,13497.16,13540.87
2008-04-23,13455.56,13717.05,13449.04,13579.16
2008-04-22,13587.51,13608.17,13519.12,13547.82
2008-04-21,13639.85,13739.44,13639.77,13696.55
2008-04-18,13426.26,13485.04,13323.74,13476.45
2008-04-17,13315.83,13495.94,13313.06,13398.30
2008-04-16,13130.66,13222.43,13112.07,13146.13
2008-04-15,12952.65,13052.82,12875.92,12990.58
2008-04-14,13132.67,13132.67,12858.63,12917.51
2008-04-11,13061.77,13329.40,13040.35,13323.73
2008-04-10,13029.81,13062.46,12898.49,12945.30
2008-04-09,13295.16,13348.38,12998.54,13111.89
2008-04-08,13373.96,13402.91,13225.76,13250.43
2008-04-07,13240.56,13485.90,13228.86,13450.23
2008-04-04,13286.35,13360.81,13220.00,13293.22
2008-04-03,13190.16,13389.90,13137.10,13389.90
2008-04-02,12836.41,13189.36,12836.41,13189.36
2008-04-01,12539.80,12779.14,12521.84,12656.42
2008-03-31,12709.28,12709.28,12430.63,12525.54
2008-03-28,12594.34,12874.45,12507.68,12820.47
2008-03-27,12618.42,12621.56,12475.88,12604.58
2008-03-26,12648.97,12711.78,12591.01,12706.63
2008-03-25,12639.74,12791.24,12572.77,12745.22
2008-03-24,12473.06,12582.46,12438.20,12480.09
2008-03-21,12331.64,12496.41,12308.03,12482.57
2008-03-19,12142.33,12374.75,12142.33,12260.44
2008-03-18,11828.99,11995.06,11793.60,11964.16
2008-03-17,12089.03,12132.69,11691.00,11787.51
2008-03-14,12509.81,12582.57,12167.09,12241.60
2008-03-13,12741.26,12772.37,12351.72,12433.44
2008-03-12,12841.88,13071.22,12799.42,12861.13
2008-03-11,12392.31,12674.89,12352.79,12658.28
2008-03-10,12716.84,12777.07,12527.07,12532.13
2008-03-07,13024.61,13024.61,12744.52,12782.80
2008-03-06,13068.89,13365.22,13050.55,13215.42
2008-03-05,12973.03,13044.01,12919.81,12972.06
2008-03-04,13080.29,13110.39,12883.07,12992.28
2008-03-03,13412.87,13413.63,12992.18,12992.18
2008-02-29,13735.44,13738.56,13533.25,13603.02
2008-02-28,13877.88,13962.30,13794.71,13925.51
2008-02-27,14007.32,14105.47,13956.44,14031.30
2008-02-26,14036.89,14053.85,13803.46,13824.72
2008-02-25,13612.31,13969.18,13612.31,13914.57
2008-02-22,13530.19,13540.62,13378.72,13500.46
2008-02-21,13462.72,13783.97,13439.59,13688.28
2008-02-20,13729.75,13729.75,13310.37,13310.37
2008-02-19,13761.76,13853.21,13691.88,13757.91
2008-02-18,13627.31,13822.45,13627.31,13635.40
2008-02-15,13508.53,13666.68,13356.39,13622.56
2008-02-14,13254.59,13626.45,13251.86,13626.45
2008-02-13,13162.95,13240.26,13036.62,13068.30
2008-02-12,12998.87,13138.28,12923.42,13021.96
2008-02-08,13143.08,13279.52,12997.88,13017.24
2008-02-07,13077.25,13244.19,12972.55,13207.15
2008-02-06,13548.53,13552.19,13099.24,13099.24
2008-02-05,13806.17,13821.92,13665.64,13745.50
2008-02-04,13642.60,13889.24,13642.60,13859.70
2008-02-01,13517.74,13648.39,13444.08,13497.16
2008-01-31,13227.48,13622.68,13154.77,13592.47
2008-01-30,13500.52,13514.13,13271.13,13345.03
2008-01-29,13246.69,13506.81,13224.66,13478.86
2008-01-28,13482.84,13501.86,13087.91,13087.91
2008-01-25,13258.77,13647.16,13248.89,13629.16
2008-01-24,12952.50,13134.77,12952.50,13092.78
2008-01-23,12756.31,13063.78,12619.78,12829.06
2008-01-22,13125.23,13125.23,12572.68,12573.05
2008-01-21,13701.43,13704.65,13320.51,13325.94
2008-01-18,13577.50,13902.64,13365.32,13861.29
2008-01-17,13596.38,13803.08,13472.45,13783.45
2008-01-16,13796.73,13841.93,13500.59,13504.51
2008-01-15,14134.91,14224.00,13915.15,13972.63
2008-01-11,14419.43,14447.49,14096.54,14110.79
2008-01-10,14546.32,14584.73,14388.11,14388.11
2008-01-09,14364.71,14602.65,14271.57,14599.16
2008-01-08,14429.30,14547.80,14365.86,14528.67
2008-01-07,14549.38,14667.85,14438.61,14500.55
2008-01-04,15155.73,15156.66,14542.58,14691.41
